review_id,customer_name,date,rating,review_text,location,business_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
QI4H29iEBiH_uVTU-cKTDg,Customer_3749,2010-09-02 02:03:27,5.0,,Downtown,Village Whiskey,18.51,3.06,16.5,3,65+,Male,African American
6cwo1m_Ily_sThJemSFPkg,Customer_2771,2012-05-29 05:18:18,5.0,,Downtown,Village Whiskey,15.0,2.58,17.2,2,36-45,,Other
HSLaC9xUD1N9RgkxGJy8vQ,Customer_2245,2012-11-19 01:29:21,4.0,Very good burgers and a nice vibe. Also they have almost a whole PAGE of bourbon. I love bourbon. I do think it is kind of spendy for what you get but I did like it and I would return the next time I am in town!,Downtown,Village Whiskey,37.72,4.49,11.9,2,,Female,Hispanic
2C4SzlGR1TXuOVEe7Al1ww,Customer_2983,2014-11-15 08:44:00,5.0,"Love this place! That we've ended up here on both visits to Philadelphia within 2 months apart. 

On my first visit, I shared the short rib & cheddar duck fat fries, the village burger and the kentucky hot brown with the boyfriend. All of that was amazing. At the time, we were in town for the Made in America festival and Yelped for a good place to have dinner on a Friday night. Since it was highly rated and seemed intriguing, we decided to come here with our group of friends. With the exceptional food here, my curiosity was piqued and ended up looking it up and was pleasantly surprised to find out it was owned by Chef Jose Garces. 

On our most recent visit, we had to order the duck fat fries topped with short ribs & cheddar sauce again to share. We both each ordered the village burger. I had mine topped with bleu cheese & an egg. He got the caramelized onions & cheddar on his. We both ordered our burgers medium. It was still quite moist but I think this burger might be best medium rare. The egg in my burger was perfectly cooked. I was expecting the yolk to be quite messy and runny when I sliced my burger in half but was pleasantly surprised that it kept intact. This has to be one of the best burgers I've ever had for only $12!

I can't find anything wrong about this restaurant. What's not to love..whiskey and amazing food. I will definitely come visit again and maybe try their brunch or come visit Tinto (which is also owned by Chef Garces) next door. The ribeye was particularly good.",Downtown,Village Whiskey,100.29,24.04,24.0,2,56-65,Male,Mixed
eHS02vM2CU0F9s_ik8Uwbw,Customer_2129,2013-10-28 22:54:38,5.0,"Burgers, staff and mgmt. and Whiskey selection all amazing!",Downtown,Village Whiskey,36.17,6.82,18.9,1,36-45,Male,Other
60fqnqL_u2Pi8yRZkC9N8g,Customer_2729,2014-01-01 21:34:27,4.0,,Downtown,Village Whiskey,15.09,1.52,10.1,2,36-45,Prefer not to say,African American
RzDp7FyGdjl-Z2l6NNBT_w,Customer_5425,2016-06-02 17:54:19,4.0,"Hands down one of the best burgers in Philly. I always get the village burger with a fried egg and it has never disappointed. It's always cooked perfectly to medium. On the menu they have duck fat fries with short rib and cheddar but we always asked to substitute fries for tater tots which they did happily. The tots are one of the best items on the menu. They're like little potato pillows that are perfectly crispy on the outside and melt in your mouth gooey on the inside. The lobster mac and cheese is also really good. Overall a tad pricey but I've ever been disappointed so it's worth it. Location can't be beat in the heart of center city.

The service is usually pretty good. Sometimes they aren't on top of it. One time I came here with a friend for her birthday and she ordered the whiskey king burger that comes with foie gras; she specifically ordered it without foie gras because she can't stand it (and told the waitress as such) and it of course the order was screwed up and came out with it. 

Side note they don't take reservations and usually have about a 2-3 hour wait on the weekends. On the bright side they will take your number down, text you when your table is ready, and give you a 15 minute window to get back to the restaurant to claim your table. Plenty of time to go to another bar nearby and grab a few drinks to kill some time.",Downtown,Village Whiskey,19.86,4.62,23.3,2,56-65,Prefer not to say,
8eUSyEVpCl7Oa_LAvFHKMQ,Customer_5397,2013-11-17 20:48:15,4.0,"Cozy restaurant, it had that modern day hipster speakeasy feel. Prepare to wait if you come anytime after 6pm.

The hostess helped us snag a spot at the back counter which was really nice of her.

The pickled beets were fantastic and the veggie burger was fresh and delicious. Service was as prompt as can be expected in a busy place like this. Prices were fair. Ambiance and location are perfect. Would come back anytime I'm in town!",Downtown,Village Whiskey,14.21,2.65,18.7,4,26-35,Male,Native American
eC7Wwg-1hMAGoTAERb6oGQ,Customer_4995,2015-08-01 11:53:33,5.0,,Downtown,Village Whiskey,17.82,3.75,21.1,1,56-65,,Other
xldff0g-AUSBOUuRRQV9jg,Customer_6325,2014-01-01 17:21:29,4.0,"Service was good and very patient with my usual indecisivenss. Veggie burger wss pretty good. Tator tots were insanely good - like the best ever. Tried my friends duck fried fries and found them unpleasant. There are better places to for regular food. But if you want a pricey but great brunch or the best tots ever, you should go.",Downtown,Village Whiskey,33.45,7.5,22.4,3,26-35,Non-binary,Native American
_WBtTTBflD9r1fPIxcX-Ag,Customer_5526,2013-04-10 23:01:48,5.0,"Cool spot in a great location.
We got there early, so didn't have the same crushing crowds others have talked about.
The bartenders are awesome.
Made me a Perfect Rye Manhattan on the rocks, never had one before...I'm hooked.
Easily the best burger I've ever had!
Will absolutely be back",Downtown,Village Whiskey,16.43,2.7,16.5,4,56-65,Female,Hispanic
9GyvfS6Gys5kX2-cZx_HSg,Customer_4937,2013-01-31 03:14:35,5.0,"AMAZING! I consider myself a food connoissuer, I keep a list of restuarants to go to on my phone and rate them as I go. This way I know where to tell people who are visiting to go and I can remind myself where to go back to when I have friends and family come visit. Village Whiskey was revisited! 

Aside from their pretty legit alcohol list, their food is delicious. Ive had their fish sandwich, pickled beets, duck fat fries and kentucky hot brown. The pickled beets are worth going back for on their own. My friends have had the pulled pork sandwich and burger. They all raved about their entrees, not one complaint. Jose Garces got it right.

Small place, great atmosphere, great for a date or just a night out with your friends to get good food accompanied by a good drink. The prices are reasonable and you really just cant beat the quality. Id go back again and again.",Downtown,Village Whiskey,11.76,2.76,23.5,1,65+,Prefer not to say,
4YgUHz4l5SfpKZIrvILuhQ,Customer_2524,2012-03-06 19:22:08,4.0,,Downtown,Village Whiskey,14.38,1.73,12.0,3,46-55,Female,Native American
DQga1p2Bn-EpD-QDTXBzJg,Customer_9698,2014-01-18 19:27:18,2.0,"The only reason I am giving this place 2 stars is because of the HOSTESS!  Now, I go to a lot of restaurants. The hostess (petite black girl) is extremely rude with an attitude. As soon as we walked through the doors, she looked at us and said the wait would be 30mins (which wasn't the case because she sat another couple down 5 min after us). Someone needs to fire her! She brought our menus over and just put them on the table, rolled her eyes and walked away. No smile, nothing. What a horrible start of our meal. Then the same thing happened to the couple who sat next to us where the couple said thank you for bringing the menus and she walked away without saying anything or smiling! 

The bartenders and waiters are attentive and nice. 
The burger here is wonderful! It's big, juicy and full of flavor. 5 stars for a delicious burger! The nachos was particularly good.",Downtown,Village Whiskey,37.95,7.39,19.5,2,65+,,Mixed
Lz2P8hSjV9KQ05hbi1nbVA,Customer_6023,2012-04-07 10:44:00,4.0,"This is a simple review to write.  The burgers are delicious and perfect.  The duck fat fries were good but definetly overrated.  Great place to go with the guys, have some whiskey, eat a burger and roll out to explore the rest of the city!!",Downtown,Village Whiskey,29.95,4.43,14.8,4,18-25,Female,Mixed
kkrS-GtsdePE7BNO2m5uZQ,Customer_4033,2012-08-18 20:41:54,4.0,"IF you can get a table, the veggie burger is absolutely the best I have ever had! Very, very small, but has a few outside tables when weather permits. Very close seating inside where you practically share a booth with others.",Downtown,Village Whiskey,52.8,10.4,19.7,2,65+,Prefer not to say,Native American
udJiUAf23_LC8PteKn1R7g,Customer_9595,2010-03-21 19:18:16,5.0,,Downtown,Village Whiskey,6.75,1.49,22.1,1,18-25,Female,Native American
wBPHf2ueGjTgJqz_lVJvJA,Customer_9751,2011-02-14 03:46:19,5.0,"This place was exactly as advertised.  Showed up at about noon on a Saturday, the place was busy but we were able to grab the last two seats at the bar.  Village burger was incredible, so was all the whiskey we tried.  Highly recommend the Manhattan, one of the best I've had anywhere.",Downtown,Village Whiskey,12.3,2.85,23.2,2,18-25,Male,Native American
rBnkGDScyk_pI74dVoVngg,Customer_2680,2010-11-28 20:01:23,4.0,"Whether you will love or hate your experience at VW will depend on how well you plan for the kind of experience that will make YOU happy. Do you like to be in an ""it"" place? Are you OK with crowds and long waits?  If so, then you'll have a good experience braving VW at a prime time (weekend night, lunchtime). If not, there are plenty of times the bar is almost empty and you can enjoy a relaxing, delicious meal and chat with the bartenders - but you'll need to plan to go at an off-peak time. Some of my best VW experiences have been at 2:30 in the afternoon, stopping in for a late lunch and mid-afternoon drink. 

I've found the bartenders to be professional, knowledgeable, friendly and accommodating in the extreme. They're always happy to recommend a drink - or even craft one specially for me - based on nothing but the most vague suggestions or knowing what I'm having to eat. I am not a whiskey drinker, but even I can tell that the selection is extensive and the bartenders know their stuff. Whether you are a novice looking to explore or a seasoned whiskey drinker looking for a treat, I'm sure you'll find it here. 

The food is very good, although somewhat expensive. My favorite is the pork sammie, which comes with the most incredible fried pickle chips. Although they are only on the menu as an accompaniment for the sandwich, they *will* serve them to you alone if you ask! Which I highly recommend. The first time I ordered the sandwich I was a little disappointed - the meat was overly fatty, and the sauce was overwhelming the bun - but it's improved every time I've eaten it since. The burgers, as the other reviewers attest, are phenomenal. 

You should definitely leave some room to try something from the ""pickles"" menu. My favorite are the heirloom tomatoes - they have a wonderful texture and are bursting with flavor. The artichoke hearts were also delicious. All of the pickles are served with very good ricotta spread, tapenade, and bread. These are some of the best deals on the menu, if you're looking for a small bite, they're perfect. The fries was particularly good.",Downtown,Village Whiskey,22.4,4.43,19.8,2,56-65,Non-binary,
2GuFFljZhcZHXPGT53nBWg,Customer_5136,2017-06-08 02:43:45,4.0,"Simply solid. I've been here twice. Came here about 5-6 years ago and remembered liking it so much then I was so delighted my friend brought me back last week. It's so yummy! The burgers rock! And the cocktails ain't too shabby either. Gotta love a Chef Jose Garces spot. The pickle boards are also awesome! The ricotta I could literally slather on everything. The deviled eggs though fell a bit flat for me. I think the filling needed much more flavoring and depth. I want a mix of salty, savory, spicy. It was just ok. Definitely would come back since that Patty Melt is a thing of beauty. Mmm. The pizza was particularly good.",Downtown,Village Whiskey,16.85,5.9,35.0,1,18-25,Male,Other
S_1BfrxjnUvyD5oCyhAFeg,Customer_1878,2016-08-05 13:32:22,4.0,"We stopped into Village Whiskey on the last night of our stay in Philadelphia on the recommendation of a local.  It was a VERY good choice and we were happy to have chosen this location for our final outing of our vacation. Service was very good, with clean, efficient, pleasant gentlemen at the bar and making the table rounds. 

Village Whiskey boasts a SERIOUS drink menu and an eclectic, locally sourced food menu.  The place was packed to the gills with a vibrant after-work crowd having happy-hour cocktails and you could clearly see that this is the regular bread-and-butter for Village Whiskey- great atmosphere!I don't drink, so sometimes I'm at a loss when I accompany my partner to places like this, but I'm happy to say that in addition to literally hundreds of alcoholic beverage choices, they also had some pretty tempting non-alcoholic choices!  I had a really delicious freshly squeezed lemon-aid and my partner had a local on-tap beer to start.  

As an appetizer, we shared their famous duck fat fries with sly fox cheddar sauce.  They were everything you can imagine they would be- rich, crispy, salty, unctuous, and full of flavor.  Wow, we were delighted that something as simple as a 'french fry"" could be elevated to such an artful presentation! For our meals, I chose the Kentucky hot brown, and my partner got their Villiage burger.  I opted for tater tots (my weakness) and he got even more fries.  The hot brown was exceptional- an open faced sandwich on a fluffy brioche roll piled high with smoked turkey, bacon and mornay (cream) sauce.  it was one of the best I've had, being from New England and not having the opportunity to enjoy these Southern treats very often!  I was in heaven! The burger was an 8oz local beef that he enjoyed with bacon and jasper hill cheddar. It arrived glistening and piled high with fresh toppings.  He deemed it, ""excellent all around!""",Downtown,Village Whiskey,36.26,5.06,14.0,5,,,Native American
tKql-TYum_9GAt83vULyxA,Customer_7818,2011-04-29 01:44:28,5.0,"First of all, let me say this: Go early. Go on a weekday. Be prepared to get cozy with the others who've come early on a weekday.

From there, I'll talk a little about my meal in particular. We went for my birthday, as I've been reading and salivating over the menu for a while. I got the Ginger Rogers (diiiivine, spicy and not too sweet, just the way I like my gin drinks) and we started with the deviled eggs, which were clean and had a tart, almost mustard-y tang to them. Well worth it.

Skipping ahead to dessert: the smores milkshake is topped with a lovely caramelized HOMEMADE marshmallow, and, if you've never had a homemade marshmallow, well, go ahead and see what you're missing. You'll never go back to those storebought stale cylinders. 

The pulled pork is yummy, though not the best I've ever had. And I've got a little secret for you, though: it comes with a side of fried dill pickle chips. I'll say that again: Fried. Dill. Pickle. Chips. Here's where the secret comes in: you can order these as a side, though it doesn't say so anywhere on the menu. Our waitress tipped us off, saying she eats them all through her late night shifts. A ringing endorsement if ever I heard one.

Oh yeah, and the fries. With cheese sauce and shortribs. It's absurd, but it works. The nachos was particularly good.",Downtown,Village Whiskey,19.45,3.99,20.5,4,,,Asian
Hw99dpNmODz7OQWAuQDv2w,Customer_7232,2018-01-22 02:34:27,2.0,,Downtown,Village Whiskey,44.61,6.85,15.4,4,46-55,Non-binary,Other
LMxWQtQB8YaekB8VU9aQHQ,Customer_2625,2010-07-08 19:18:12,3.0,"Eh....Let's just say I'm glad this was not my only Jose Garces stop for the weekend.

The best thing about this place is the music. Absolutely awesome rock from the 60s, 70s and 80s. Tunes you know, tunes that sound like the hot sisters of tunes you know, tunes that take you back to when you played doctor with a Fisher Price stethoscope--yeah, music like that. I definitely did my fair share of Shazaaming and ""I gotta go back and listen to that album""-ing.

The food itself was pretty mediocre. The boy and I did a weekend-long food tour of Philly and this was stop #65 or so, so we weren't extremely hungry coming in.

We came for the duckfat fries. But, well, they looked and tasted like normal fat fries except possibly on the drier side. The cheddar sauce helped a lot but I love french fries and believe good fries taste good without condiments of any kind, so the cheddar sauce wasn't too comforting to my fry-loving soul. We then split the chicken-fried steak. Holy oversalted batter, Batman! Waayyyy too much salty batter, about 0.23g of actual chicken. The gravy was okay but nothing remarkable and the biscuits were tender but too dense.

I did love my cocktail, though. Got the Philadelphia Fish House Punch and it was a good, strong, sweet cocktail. Between that and the frat boy/bachelor party table next to us, I had a pretty good time here but definitely won't be coming back next time I'm in the city of brotherly love.",Downtown,Village Whiskey,32.31,0.0,0.0,2,65+,Female,Native American
VyJy75cDZusthxUFlfKq3w,Customer_2229,2013-12-31 00:37:24,4.0,"Cool space in a great part of town. Enjoyed a burger which was prepared to perfection. Beer selection was good and the whiskey menu was very extensive. 

Would not make this a regular hangout but did enjoy the meal. 

The place is small so waiting for a table can take some time. The chicken was particularly good.",Downtown,Village Whiskey,17.6,2.88,16.4,2,46-55,Prefer not to say,
hbpQQysi6-IxtXu8FuMVuQ,Customer_8438,2018-07-17 01:46:33,5.0,Great drinks!!! I got the zombie one which was strong and yummy.... Three drinks later and I had to debate whether I was headed down the right path for the night haha! ALSO... give me all the duck fat fries my heart can handle with a side of cheese!!! Next time I'll get the fries with cheese AND short ribs... they were so sinfully good... The sandwich was particularly good.,Downtown,Village Whiskey,47.26,7.82,16.5,4,26-35,Non-binary,Asian
jt3ChUJCN2w1a_0BYQRUCA,Customer_3441,2012-01-05 16:17:06,4.0,"Good burgers.  Great pickled veggies.  Good whiskey selection, including my personal favorite, Red Breast.  Get there at 11:30 to avoid the lunch crowd and get whatever table you want.",Downtown,Village Whiskey,25.06,0.0,0.0,2,18-25,Male,African American
dtRDtb0v35XiwcRw7G6UAQ,Customer_5728,2011-08-03 14:19:58,3.0,,Downtown,Village Whiskey,22.23,3.56,16.0,2,46-55,Non-binary,Other
tzmRbtGLO7OmRE-EJ3iQAA,Customer_9199,2016-10-30 04:06:32,5.0,,Downtown,Village Whiskey,21.63,3.72,17.2,2,46-55,Male,Caucasian
mDQGoQ5TJbXK6Il8prZ6yQ,Customer_6280,2011-07-29 12:26:25,2.0,,Downtown,Village Whiskey,30.6,4.06,13.3,6,18-25,Male,Asian
O8QsT_kErDDHZYzZcNblTQ,Customer_1339,2016-02-12 16:05:00,5.0,,Downtown,Village Whiskey,50.44,20.18,40.0,6,,Non-binary,Caucasian
A8YuBk1v1zkrRsRAoB-0yA,Customer_3870,2016-09-06 19:39:54,4.0,,Downtown,Village Whiskey,24.77,2.39,9.6,2,65+,Prefer not to say,Native American
QI4H29iEBiH_uVTU-cKTDg,Customer_9056,2010-09-02 02:03:27,5.0,"Yes! I got to meet Jose Garces! That alone deserves 5 stars! 
I had the Village Burger with mushrooms. I asked for mine medium rare and they actually gave it to me medium rare! Awesome. It was juicy and tasty. So I'm cutting my ridiculously gigantic burger with knife and fork, and all of a sudden I look up and Jose is just chilling with his man purse by the bar, talking to some people. Of course I ask the waiter if that is really him, and he says ""yes, just call him and he'll come up to you"". I was like a kid on christmas eve. Check out the picture!!!! 
The duck fat french fries with sly fox cheddar and short ribs were the bomb! So yummy!!! 

Did I mention that I met Garces????",Downtown,Village Whiskey,25.76,9.02,35.0,1,36-45,Prefer not to say,Mixed
VKj_mcbBKihxW74J3npP_g,Customer_6403,2018-07-19 11:21:09,4.0,"Looked for whiskey bar and chose #villagewhiskey on recommendation og @cocktail_maven and it was casual dress....  staff was great, food was great and duck fat fries finished my patty melt perfectly. Good selection of whiskey....little bartender was great and climbed to top shelf a few times to retrieve or search for bottles. Awesome probition style bar. The chicken was particularly good.",Downtown,Village Whiskey,85.67,17.47,20.4,2,46-55,Non-binary,Other
sUvEfzXefMfrUEGGxLX9qw,Customer_1601,2010-03-17 02:41:04,5.0,,Downtown,Village Whiskey,21.96,3.92,17.8,8,36-45,Non-binary,Mixed
mDQGoQ5TJbXK6Il8prZ6yQ,Customer_9431,2011-07-29 12:26:25,2.0,"We had eaten hear before and loved it.  This trip was totally different.  Although the restaurant had only one table filled when we arrived, hostess seated the three of us at a very small table for two, then seated someone right next to us.  She then complained that we were oozing over our table space onto the other people.  Hostess was VERY rude.  Beverages were good, but service was very slow - also odd considering most of the restaurant was empty.  Food was sub-par with tater tots and shrimp being so overcooked that they were inedible.  Pulled BBQ sandwich had so much fat in it it was impossible to eat.  This was such a disappointment since we are big Garces fans and eat often at his other restaurants.  Maybe this was just a bad day for them.",Downtown,Village Whiskey,13.94,3.04,21.8,4,18-25,,
EDtYaqJQ1NPqU3ysO0CH6w,Customer_9167,2013-08-16 00:44:01,5.0,"Darn awesome. Love the ambiance, love the food, love the music. My father even drank whiskey here and loved it, which is just crazy making. Also very friendly and fun bartenders/staff. Highly recommended.

Only downside - it gets packed, and there's really no place to wait. The appetizer was particularly good.",Downtown,Village Whiskey,14.07,3.09,22.0,2,,Male,Asian
dtRDtb0v35XiwcRw7G6UAQ,Customer_8178,2011-08-03 14:19:58,3.0,"Not bad. Be prepared to wait an hour or so on the weekends for a table to open up. Burger was pretty good but nothing compared to the angus burger at the Royal. Duck fat fries were ok but nothing out of this world. I would say top 10 on the best burgers in Philly list. I could take or leave a second trip. The service is also notorious for being rude - just a heads up.

Bottom line; Good burger, good service, ridiculous wait because its so small and prices are high. If you're looking for a great burger, there are many alternatives. The sandwich was particularly good.",Downtown,Village Whiskey,15.87,3.97,25.0,2,46-55,Male,Caucasian
Lz2P8hSjV9KQ05hbi1nbVA,Customer_4920,2012-04-07 10:44:00,4.0,,Downtown,Village Whiskey,50.15,6.54,13.0,1,36-45,,Caucasian
